Date,T_out,month,Etotal,
2000-12-29,-9.4,12,6.810636042,
2000-12-29,-8.9,12,6.862032336,
2000-12-29,-8.3,12,6.805414958,
2000-12-29,-8.3,12,6.816711873,
2000-12-29,-8.9,12,7.110379912,
2000-12-29,-8.9,12,7.396177442,
2000-12-29,-9.4,12,7.712224704,
2000-12-29,-9.4,12,7.716448293,
2000-12-29,-9.4,12,7.682563261,
2000-12-29,-10,12,7.576411455,
2000-12-29,-11.1,12,7.81642204,
2000-12-29,-11.7,12,8.246526484,
2000-12-29,-12.2,12,8.679970152,
2000-12-30,-12.8,12,8.789811605,
2000-12-30,-12.8,12,8.918828576,
2000-12-30,-11.7,12,8.450506262,
2000-12-30,-12,12,8.372008858,
2000-12-30,-11.7,12,8.217575214,
2000-12-30,-11.1,12,8.247332212,
2000-12-30,-11.1,12,8.263915554,
2000-12-30,-10,12,8.113936259,
2000-12-30,-9.4,12,7.812839374,
2000-12-30,-8.3,12,7.459427817,
2000-12-30,-4.4,12,6.801785505,
2000-12-30,-4.4,12,6.616588674,
2000-12-30,-4.4,12,6.380458194,
2000-12-30,-4.4,12,6.177137579,
2000-12-30,-3.9,12,6.049167894,
2000-12-30,-4.4,12,6.030696226,
2000-12-30,-3.9,12,5.954357664,
2000-12-30,-3.9,12,5.95878328,
2000-12-30,-3.3,12,5.918593412,
2000-12-30,-2.8,12,5.844906956,
2000-12-30,-3.3,12,5.701096662,
2000-12-30,-3.3,12,5.723019776,
2000-12-30,-3.3,12,5.616812767,
2000-12-30,-4.4,12,5.63596522,
2000-12-31,-5.6,12,5.29646766,
2000-12-31,-4,12,4.918979115,
2000-12-31,-4.4,12,4.722225116,
2000-12-31,-4.4,12,4.852443052,
2000-12-31,-4,12,4.689269034,
2000-12-31,-3.9,12,4.917048138,
2000-12-31,-5,12,5.185679494,
2000-12-31,-7.2,12,5.067144461,
2000-12-31,-6.1,12,5.068236859,
2000-12-31,-7.2,12,4.934892147,
2000-12-31,-6.7,12,4.948182434,
2000-12-31,-5.6,12,4.932287135,
2000-12-31,-5,12,4.958809767,
2000-12-31,-3.9,12,5.087615271,
2000-12-31,-3.3,12,5.077738669,
2000-12-31,-3.3,12,5.316036997,
2000-12-31,-4,12,5.296116772,
2000-12-31,-5.6,12,5.302660945,
2000-12-31,-5,12,5.296790104,
2000-12-31,-5,12,5.461211257,
2000-12-31,-5.6,12,6.065709896,
2000-12-31,-6.1,12,6.143107556,
2000-12-31,-6.1,12,6.262602988,
2000-12-31,-6.1,12,6.486472724,
